id,title,authors,pdf_url,mp4_url,comments_url,source_page,other_links
15,Corridor-Walker: 視覚障害者が障害物を回避し交差点を認識するためのスマートフォン型屋内歩行支援システム,栗林 雅希，粥川 青汰（早大），Jayakorn Vongkulbhisal，浅川 智恵子，佐藤 大介，髙木 啓伸（日本IBM），森島 繁生（早大）,https://www.wiss.org/WISS2021Proceedings/data/15.pdf,,https://www.wiss.org/WISS2021Proceedings/data/15.html,https://www.wiss.org/WISS2021Proceedings/,
16,CircWood: CWレーザー加工機による炭化を利用した木製回路基板,石井 綾郁（お茶の水女子大），加藤 邦拓（東京工科大），池松 香（ヤフー），川原 圭博（東大），椎尾 一郎（お茶の水女子大）,https://www.wiss.org/WISS2021Proceedings/data/16.pdf,,https://www.wiss.org/WISS2021Proceedings/data/16.html,https://www.wiss.org/WISS2021Proceedings/,
17,ペイント可能なタイムラインによる対話的なハイパーパラメータ最適化,樋口 啓太，佐野 正太郎（Preferred Networks），五十嵐 健夫（東大）,https://www.wiss.org/WISS2021Proceedings/data/17.pdf,,https://www.wiss.org/WISS2021Proceedings/data/17.html,https://www.wiss.org/WISS2021Proceedings/,
18,液体噴霧混合式の味ディスプレイの試作,宮下 芳明（明治大）,https://www.wiss.org/WISS2021Proceedings/data/18.pdf,,https://www.wiss.org/WISS2021Proceedings/data/18.html,https://www.wiss.org/WISS2021Proceedings/,
19,UPLIGHT: 全周囲ディスプレイと携帯型ゲームデバイスの融合,中村 俊勝（北陸先端大），加藤 達也（電通大），伊藤 思音（Delft University of Technology），佐藤 俊樹（北陸先端大）,https://www.wiss.org/WISS2021Proceedings/data/19.pdf,,https://www.wiss.org/WISS2021Proceedings/data/19.html,https://www.wiss.org/WISS2021Proceedings/,
20,能動的音響計測に基づくスタイラスの把持状態識別手法の検討,髙倉 礼，鈴木 健介，國分 晴利，志築 文太郎（筑波大）,https://www.wiss.org/WISS2021Proceedings/data/20.pdf,https://www.wiss.org/WISS2021Proceedings/data/20.mp4,https://www.wiss.org/WISS2021Proceedings/data/20.html,https://www.wiss.org/WISS2021Proceedings/,
,[T01] NasalBreathInput: メガネ型デバイスを用いた鼻呼吸ジェスチャによるハンズフリー入力手法,小川 諒馬，双見 京介（立命館大），村尾 和哉（立命館大／JSTさきがけ）,https://www.wiss.org/WISS2021Proceedings/data/T01.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[T02] 熱は情報の伝達媒体になり得るか？熱赤外線を用いた2次元マーカの開発,湯村 翼（北海道情報大）,https://www.wiss.org/WISS2021Proceedings/data/T02.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[T03] スマートフォンの背面カメラを用いて認識可能な空中人差し指ジェスチャによるショートカットの検討,清 佑輔，志築 文太郎（筑波大）,https://www.wiss.org/WISS2021Proceedings/data/T03.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[T04] 例示プログラミングを用いたデータ変換における曖昧さ解消のためのデータ中心型インタラクション,成田 穂（University of Toronto），Nolwenn Maudet（The University of Strasbourg），伊 陸，五十嵐 健夫（東大）,https://www.wiss.org/WISS2021Proceedings/data/T04.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[T05] モチーフ画像入力によるガラスドームイヤリングのデザイン提示システム,栗原 彩花，五十嵐 悠紀（明治大）,https://www.wiss.org/WISS2021Proceedings/data/T05.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[T06] クッキーを題材とした食材の役割に着目したレシピ変更支援,齋藤 果歩，五十嵐 悠紀（明治大）,https://www.wiss.org/WISS2021Proceedings/data/T06.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[T07] mimium:音と音楽のための自己拡張性の高いプログラミング言語の設計と実装,松浦 知也，城 一裕（九大）,https://www.wiss.org/WISS2021Proceedings/data/T07.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[T08] アプリ開発における異なる実践共同体の可視化システムの開発,遠藤 勝也（スタジオ・アルカナ），武富 拓也，尼岡 利崇（明星大）,https://www.wiss.org/WISS2021Proceedings/data/T08.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[T09] オンライン音楽ライブにおける加速度及び圧力センサ付きペンライトを用いた視聴者の盛り上がり検出方法の検討,中 真咲，敷田 幹文（高知工科大）,https://www.wiss.org/WISS2021Proceedings/data/T09.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[T10] 3D printerとフレキシブル基板を用いた多層回路の構築,山本 時寛（京産大 （株）コア），瀬川 典久（京産大），石塚 裕己（阪大）,https://www.wiss.org/WISS2021Proceedings/data/T10.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[1-A01] 情報推薦のための機械学習のバイアスの可視化,栃木彩実(お茶の水女子大)，伊藤貴之(お茶の水女子大)，XitingWang(MRA),https://www.wiss.org/WISS2021Proceedings/data/1-A01.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[1-A02] SD法による大規模印象評価に基づくアノテーションを支援する可視化,飯島緋理(お茶の水女子大)，伊藤貴之(お茶の水女子大),https://www.wiss.org/WISS2021Proceedings/data/1-A02.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[1-A03] 熱は情報の伝達媒体になり得るか？熱赤外線を用いた2次元マーカの開発,湯村翼(北海道情報大),https://www.wiss.org/WISS2021Proceedings/data/1-A03.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[1-A04] 心拍センサーを活用したFPSゲームコントロール最適化の提案,周鑠(京産大)，瀬川典久(京産大),https://www.wiss.org/WISS2021Proceedings/data/1-A04.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[1-A05] PolygramGenerator: 重ねた文字の可読性を保つ文字デザイン制作システム,越後宏紀(明治大)，五十嵐悠紀(明治大),https://www.wiss.org/WISS2021Proceedings/data/1-A05.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[1-A07] 構図を考慮した写真のVirtual Reality空間における撮影練習システムの提案,武藤駿嗣(芝浦工大)，井尻敬(芝浦工大),https://www.wiss.org/WISS2021Proceedings/data/1-A07.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[1-A08] 文字通りの感情で伝わるボイスチャットシステム,宮岡拓也(明治大)，青木秀憲(ソニーグループ)，宮下芳明(明治大),https://www.wiss.org/WISS2021Proceedings/data/1-A08.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[1-A09] 表情に基づく再生速度自動調節機能を備えた外国語学習支援の提案,西田直人(筑波大)，野崎陽奈子(筑波大)，志築文太郎(筑波大),https://www.wiss.org/WISS2021Proceedings/data/1-A09.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[1-A10] ゲームパッド向け日本語入力手法の評価のためのオンラインゲーム環境,横山海青(筑波大)，志築文太郎(筑波大),,,,https://www.wiss.org/WISS2021Proceedings/,
,[1-A11] ShiftTouch: 微細なタッチ座標制御によりタッチパネルの入力を拡張するシート状インタフェース,川上玲(東京工科大)，池松香(ヤフー)，加藤邦拓(東京工科大)，太田高志(東京工科大),https://www.wiss.org/WISS2021Proceedings/data/1-A11.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[1-A12] 絵本読み聞かせにおける感情理解のための色を用いた支援システム,藤井琴音(明治大)，五十嵐悠紀(明治大),https://www.wiss.org/WISS2021Proceedings/data/1-A12.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[1-B01] 心拍変動を用いた認知課題中の情動制御,米田凌(静岡大)，森田純哉(静岡大),https://www.wiss.org/WISS2021Proceedings/data/1-B01.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[1-B02] 3Dプリンタと2種類の転写箔を用いた片面実装多層基板の製作手法,今井悠平(芝浦工大)，真鍋宏幸(芝浦工大),https://www.wiss.org/WISS2021Proceedings/data/1-B02.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[1-B03] 筆圧のビジュアル提示による運筆支援システム,平澤義人(明治大)，荒井勇人(明治大)，越後宏紀(明治大)， 石丸築(ワコム)，掛晃幸(ワコム)，五十嵐悠紀(明治大),https://www.wiss.org/WISS2021Proceedings/data/1-B03.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[1-B04] ダンスモーションの反復練習とその上達過程の可視化,川西真美(お茶の水女子大)，土田修平(神戸大)，伊藤貴之(お茶の水女子大),https://www.wiss.org/WISS2021Proceedings/data/1-B04.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[1-B05] 実世界における一人称視点と三人称視点の併用に関する予備調査,神戸亜紗(早大)，田巻玲弥(早大)，中島達夫(早大),https://www.wiss.org/WISS2021Proceedings/data/1-B05.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[1-B06] 通知としてファントムセンセーションを提示するデバイスの試作,日高拓真(筑波大)，志築文太郎(筑波大),https://www.wiss.org/WISS2021Proceedings/data/1-B06.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[1-B07] 手首の屈曲および伸展を用いたVR向け文字入力手法の検討,冨永浩暉(筑波大)，平井李音(筑波大)，志築文太郎(筑波大),https://www.wiss.org/WISS2021Proceedings/data/1-B07.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[1-B08] ピアノ運指を学ぶための振動提示鍵盤の試作,野崎陽奈子(筑波大)，志築文太郎(筑波大),https://www.wiss.org/WISS2021Proceedings/data/1-B08.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[1-B09] ユニット折り紙のための配色デザイン支援システム,加治屋真菜(明治大)，五十嵐悠紀(明治大),https://www.wiss.org/WISS2021Proceedings/data/1-B09.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[2-A01] 階層型グラフ可視化の数値評価基準に基づく評価結果とレイアウトの比較検討,村上綾菜(お茶の水女子大)，伊藤貴之(お茶の水女子大),https://www.wiss.org/WISS2021Proceedings/data/2-A01.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[2-A02] ハンドジェスチャ学習のための電気的筋肉刺激を与えるグローブ型デバイスの試作,西川宜利(筑波大)，日高拓真(筑波大)，志築文太郎(筑波大),https://www.wiss.org/WISS2021Proceedings/data/2-A02.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[2-A03] クラブヘッドの軌道・姿勢の実時間床投影によるゴルフスイング練習システム,菊地陽樹(東工大)，廖振傑(東工大)，HwangDong-Hyun(東工大)，小池英樹(東工大),https://www.wiss.org/WISS2021Proceedings/data/2-A03.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[2-A04] 3Dプリントした毛を用いた触覚ディスプレイの提案,高橋治輝(明治大),https://www.wiss.org/WISS2021Proceedings/data/2-A04.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[2-A05] UVプリンタを用いた二次元レンチキュラのカスタマイズ性の検討と試作,島元諒(はこだて未来大)，塚田浩二(はこだて未来大),https://www.wiss.org/WISS2021Proceedings/data/2-A05.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[2-A08] 競技自転車ゲームにおける操作・知覚提示に関する研究,渡邊拓人(東京工科大学大学院)，兼松祥央(東京工科大)，羽田久一(東京工科大)，三上浩司(東京工科大),https://www.wiss.org/WISS2021Proceedings/data/2-A08.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[2-A09] テンセグリティ構造を有するハグ・インタラクション用ロボットの開発,佐藤優志(阪大)，吉村直也(阪大)，影山雄太(阪大)，村尾淳(阪大)，八木聡明(阪大)，プンポンサノンパリンヤ(阪大),,,,https://www.wiss.org/WISS2021Proceedings/,
,[2-A10] GPT-2とBERTを用いたバース生成によるラップバトル体験システム,三林亮太(兵庫県立大)，山本岳洋(兵庫県立大)，大島裕明(兵庫県立大),https://www.wiss.org/WISS2021Proceedings/data/2-A10.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[2-A11] 筋肉の構造を理解することを目的としたデッサンの上達支援システム,三橋志帆(明治大)，五十嵐悠紀(明治大),https://www.wiss.org/WISS2021Proceedings/data/2-A11.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[2-A12] 音楽のラウドネス変化によるトレーニングにおける動作フィードバック,WANGRUIYUN(筑波大)，志築文太郎(筑波大)，川口一画(筑波大)，高橋伸(筑波大),https://www.wiss.org/WISS2021Proceedings/data/2-A12.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[2-B01] 顕微鏡縫合術訓練におけるゲーミフィケーション要素の導入,田代優香(東工大)，HwangDong-Hyun(東工大)，松浦幹人(東大)，宮藤詩緒(東工大)，清藤哲史(東大)，金太一(東大)，五十嵐健夫(東大)，小池英樹(東工大),https://www.wiss.org/WISS2021Proceedings/data/2-B01.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[2-B02] ライフログの収集・分析によるモノを無くしやすい状況の推定,利根龍二(九大)，木實新一(九大),,,,https://www.wiss.org/WISS2021Proceedings/,
,[2-B03] 例示プログラミングを用いたデータ変換における曖昧さ解消のためのデータ中心型インタラクション,成田穂(University of Toronto)，NolwennMaudet(The University of Strasbourg)，伊陸(東大)，五十嵐健夫(東大),https://www.wiss.org/WISS2021Proceedings/data/2-B03.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[2-B04] Webカメラを用いた指文字自動認識システム,渡邉聡(明治大)，五十嵐悠紀(明治大),https://www.wiss.org/WISS2021Proceedings/data/2-B04.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[2-B05] Waltzizer: 4拍子楽曲を圧縮して3拍子化するための探索インタフェース,阿部悠希(明治大)，宮下芳明(明治大),https://www.wiss.org/WISS2021Proceedings/data/2-B05.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[2-B06] TutoUI：チュートリアルの達成度によってUIを表示させるアプリケーション,小川恭典(明治大)，越後宏紀(明治大)，五十嵐悠紀(明治大),https://www.wiss.org/WISS2021Proceedings/data/2-B06.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[2-B07] 視線を用いたターゲット選択に基づく動画内物体の注釈情報提示システム,島里恵多(関西学院大)，河野恭之(関西学院大),https://www.wiss.org/WISS2021Proceedings/data/2-B07.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[2-B08] HMDにおける日用品を用いたVR拡張体験を探索するワークショップ,相澤裕貴(明治大)，渡邊恵太(明治大),https://www.wiss.org/WISS2021Proceedings/data/2-B08.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[2-B09] 指輪型デバイスに対する親指ジェスチャを用いたスマートウォッチ向け片手操作手法,國分晴利(筑波大)，冨永浩暉(筑波大)，志築文太郎(筑波大),https://www.wiss.org/WISS2021Proceedings/data/2-B09.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[2-C01] 頭を撫でる動作を検出可能な全周囲頭部型タッチスクリーン,錦織さくら(北陸先端大)，佐藤俊樹(北陸先端大),https://www.wiss.org/WISS2021Proceedings/data/2-C01.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[2-C02] オンライン音楽ライブにおける加速度及び圧力センサ付きペンライトを用いた視聴者の盛り上がり検出方法の検討,中真咲(高知工科大)，敷田幹文(高知工科大),https://www.wiss.org/WISS2021Proceedings/data/2-C02.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[3-A01] スマートフォンの背面カメラを用いて認識可能な空中人差し指ジェスチャによるショートカットの検討,清佑輔(筑波大)，志築文太郎(筑波大),https://www.wiss.org/WISS2021Proceedings/data/3-A01.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[3-A02] モチーフ画像入力によるガラスドームイヤリングのデザイン提示システム,栗原彩花(明治大)，五十嵐悠紀(明治大),https://www.wiss.org/WISS2021Proceedings/data/3-A02.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[3-A03] 能動的音響計測に基づくスタイラスの把持状態識別手法の検討,髙倉礼(筑波大)，鈴木健介(筑波大)，國分晴利(筑波大)，志築文太郎(筑波大),https://www.wiss.org/WISS2021Proceedings/data/3-A03.pdf,https://www.wiss.org/WISS2021Proceedings/data/3-A03.mp4,,https://www.wiss.org/WISS2021Proceedings/,
,[3-A04] 聴覚フィードバックによる運筆支援システム,越後宏紀(明治大)，平澤義人(明治大)，荒井勇人(明治大)， 石丸築(ワコム)，掛晃幸(ワコム)，五十嵐悠紀(明治大),https://www.wiss.org/WISS2021Proceedings/data/3-A04.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[3-A05] NasalBreathInput: メガネ型デバイスを用いた鼻呼吸ジェスチャによるハンズフリー入力手法,小川諒馬(立命館大)，双見京介(立命館大)，村尾和哉(立命館大／JSTさきがけ),https://www.wiss.org/WISS2021Proceedings/data/3-A05.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[3-A07] クッキーを題材とした食材の役割に着目したレシピ変更支援,齋藤果歩(明治大)，五十嵐悠紀(明治大),https://www.wiss.org/WISS2021Proceedings/data/3-A07.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[3-A08] 実世界と順序型コンテンツを連携したIoTプログラミング学習支援システム,川谷 知寛(はこだて未来大)，塚田浩二(はこだて未来大)，栗原一貴(津田塾大),https://www.wiss.org/WISS2021Proceedings/data/3-A08.pdf,https://www.wiss.org/WISS2021Proceedings/data/3-A08.mp4,,https://www.wiss.org/WISS2021Proceedings/,
,[3-A09] 天井可動式ディスプレイを用いた圧迫感提示ディスプレイの研究,粟津実夢(北陸先端大)，構優太(電通大)，佐藤俊樹(北陸先端大),https://www.wiss.org/WISS2021Proceedings/data/3-A09.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[3-A10] 訪問履歴が可視化されるVR向けマルチウィンドウWebブラウザ,江川楽(芝浦工大)，井尻敬(芝浦工大),https://www.wiss.org/WISS2021Proceedings/data/3-A10.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[3-A11] 着用履歴とユーザのフィードバックから衣服を推薦するハンガーラック,髙橋和也(東京工科大)，加藤邦拓(東京工科大)，太田高志(東京工科大),https://www.wiss.org/WISS2021Proceedings/data/3-A11.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[3-A12] Color-Path: 手本動作のAR表示によるヘアアレンジ再現支援システム,松井菜摘(神戸大)，大西鮎美(神戸大)，寺田努(神戸大)，塚本昌彦(神戸大),https://www.wiss.org/WISS2021Proceedings/data/3-A12.pdf,https://www.wiss.org/WISS2021Proceedings/data/3-A12.mp4,,https://www.wiss.org/WISS2021Proceedings/,
,[3-B01] ドライブレコーダのデータから旅行の思い出動画を自動生成するwebサービスの実装,尾頭花奈(名大)，石黒祥生(名大／ティアフォー)，椎尾一郎(お茶の水女子大)，武田一哉(名大／ティアフォー),https://www.wiss.org/WISS2021Proceedings/data/3-B01.pdf,https://www.wiss.org/WISS2021Proceedings/data/3-B01.mp4,,https://www.wiss.org/WISS2021Proceedings/,
,[3-B02] Ha & Fu : スマートフォンに息を吹きかけるポインティングインタフェース,宮下芳明(明治大)，青木秀憲(無所属),https://www.wiss.org/WISS2021Proceedings/data/3-B02.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[3-B03] CircWood: CWレーザー加工機による炭化を利用した木製回路基板,石井綾郁(お茶の水女子大)，加藤邦拓(東京工科大)，池松香(ヤフー)，川原圭博(東大)，椎尾一郎(お茶の水女子大),https://www.wiss.org/WISS2021Proceedings/data/3-B03.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[3-B04] 多様な操作が可能なマグネット式インタフェースの提案,晴山京汰(はこだて未来大)，塚田浩二(はこだて未来大),https://www.wiss.org/WISS2021Proceedings/data/3-B04.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[3-B05] VR環境向けの視線を用いた3次元バブルカーソルの提案,平井李音(筑波大)，冨永浩暉(筑波大)，横山海青(筑波大)，志築文太郎(筑波大),https://www.wiss.org/WISS2021Proceedings/data/3-B05.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[3-B06] 歩行状態・滞留状態に基づいた歩行者群の空間分布とその時間変化の可視化,土田夏実(お茶の水女子大)，宮城優里(産総研)，大西正輝(産総研)，伊藤貴之(お茶の水女子大),https://www.wiss.org/WISS2021Proceedings/data/3-B06.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[3-B07] オンライン体育授業のための対話しながら行うスポーツ,兼井あかり(芝浦工大)，真鍋宏幸(芝浦工大),,,,https://www.wiss.org/WISS2021Proceedings/,
,[3-B09] 歌唱時に高音の発声ができるようになるVR映像の提案と評価,坂名純太(神戸大)，土田修平(神戸大)，寺田努(神戸大)，塚本昌彦(神戸大),https://www.wiss.org/WISS2021Proceedings/data/3-B09.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
,[3-C01] UPLIGHT: 全周囲ディスプレイと携帯型ゲームデバイスの融合,中村俊勝(北陸先端大)，加藤達也(電通大)，伊藤思音(Delft University of Technology)，佐藤俊樹(北陸先端大),https://www.wiss.org/WISS2021Proceedings/data/3-C01.pdf,,,https://www.wiss.org/WISS2021Proceedings/,
