id,title,authors,pdf_url,mp4_url,comments_url,source_page,other_links
15,ゲームを用いた自動点眼システムの実装と検討,"森谷 美羽(津田塾大学), 栗原 一貴(津田塾大学)",https://www.wiss.org/WISS2024Proceedings/data/paper//15.pdf,,https://www.wiss.org/WISS2024Proceedings/data/paper//15.html,https://www.wiss.org/WISS2024Proceedings/,
16,オノマトペを用いた脳波制御訓練手法による魔法ゲームシステム,"二瓶 朝渉(明治大学), 平野 怜旺(明治大学), 渡邊 恵太(明治大学)",https://www.wiss.org/WISS2024Proceedings/data/paper//16.pdf,https://www.wiss.org/WISS2024Proceedings/data/paper//16.mp4,https://www.wiss.org/WISS2024Proceedings/data/paper//16.html,https://www.wiss.org/WISS2024Proceedings/,
17,参加者との協同を実現する言葉遊びアンケートシステム,"西出 新也(神戸大学/関西学院千里国際中等部・高等部), 西岡 裕子(三菱総研ＤＣＳ株式会社), 福田 孝輔(三菱総研ＤＣＳ株式会社), 米沢 勝(三菱総研ＤＣＳ株式会社), 新井 美音(三菱総研ＤＣＳ株式会社), 西田 健志(神戸大学)",https://www.wiss.org/WISS2024Proceedings/data/paper//17.pdf,,https://www.wiss.org/WISS2024Proceedings/data/paper//17.html,https://www.wiss.org/WISS2024Proceedings/,
18,InverseVis: 疎な領域へのサンプリング点生成による多次元データ中の「非存在」の可視化,"伊藤 貴之(お茶の水女子大学), 田上 湖都(お茶の水女子大学), 矢島 知子(お茶の水女子大学), 李 国政(北京理工大学)",https://www.wiss.org/WISS2024Proceedings/data/paper//18.pdf,https://www.wiss.org/WISS2024Proceedings/data/paper//18.mp4,https://www.wiss.org/WISS2024Proceedings/data/paper//18.html,https://www.wiss.org/WISS2024Proceedings/,
19,ShowMe: 対話的な強調表示と拡大表示によるプレゼンテーションビデオの視覚的アクセシビリティの改善,"SECHAYK Yotam(東京大学), SHAMIR Ariel(Reichman University), 五十嵐 健夫(東京大学)",https://www.wiss.org/WISS2024Proceedings/data/paper//19.pdf,https://www.wiss.org/WISS2024Proceedings/data/paper//19.mp4,https://www.wiss.org/WISS2024Proceedings/data/paper//19.html,https://www.wiss.org/WISS2024Proceedings/,
20,サブセグメント分割に基づく3Dスキャンモデルのインタラクティブセグメンテーション,"真殿 航輝(早稲田大学/Preferred Networks), 五十嵐 健夫(Preferred Networks), 加藤 大晴(Preferred Networks), 橋本 泰輔(Preferred Networks), Fabrice Matulic(Preferred Networks), 高木 士(Preferred Networks), 樋口 啓太(Preferred Networks)",https://www.wiss.org/WISS2024Proceedings/data/paper//20.pdf,,https://www.wiss.org/WISS2024Proceedings/data/paper//20.html,https://www.wiss.org/WISS2024Proceedings/,
21,PP-Checker: プログラミング教育における大規模言語モデルと協調した曖昧性のある自動採点システム,"関口 祐豊(明治大学), 中村 聡史(明治大学)",https://www.wiss.org/WISS2024Proceedings/data/paper//21.pdf,https://www.wiss.org/WISS2024Proceedings/data/paper//21.mp4,https://www.wiss.org/WISS2024Proceedings/data/paper//21.html,https://www.wiss.org/WISS2024Proceedings/,
22,FoodSkin: Fabricating Edible Gold Leaf Circuits on Food Surfaces,"加藤 邦拓(東京工科大学), 池松 香(LINEヤフー), 中村 裕美 (東京都市大学), 須﨑 比奈子(東京都市大学), 五十嵐 悠紀(お茶の水女子大学)",https://www.wiss.org/WISS2024Proceedings/data/international//22.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
23,LoopBot: Representing Continuous Haptics of Grounded Objects in Room-scale VR,"池田 徹志(東北大学 電気通信研究所), 藤田 和之(東北大学 電気通信研究所), 小川 郡平(東北大学 電気通信研究所), 髙嶋 和毅(芝浦工業大学), 北村 喜文(東北大学 電気通信研究所)",https://www.wiss.org/WISS2024Proceedings/data/international//23.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
24,picoRing: battery-free rings for subtle thumb-to-index input,"高橋 亮(東大), Eric Whitmire(Meta Inc. Reality Labs), Roger Boldu(Meta Inc. Reality Labs), Shiu Ng(Meta Inc. Reality Labs), Wolf Kienzle(Meta Inc. Reality Labs), Hrvoje Benko(Meta Inc. Reality Labs)",https://www.wiss.org/WISS2024Proceedings/data/international//24.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
25,Designing Privacy-protecting System with Visual Masking based on Investigation of Privacy Concerns in Virtual Screen Sharing Environments,"石田 瑞季(お茶の水女子大学), 池松 香(LINEヤフー), 五十嵐 悠紀(お茶の水女子大学)",https://www.wiss.org/WISS2024Proceedings/data/international//25.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
26,Deliberate Maladjustment by Microorganisms: A Medium for Images or Luminous Bacteria,"佐伯 拓海(九州大学), 増田 展大(九州大学), 城 一裕(九州大学)",https://www.wiss.org/WISS2024Proceedings/data/international//26.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-A01] 楽器未経験者のための弦管打複合電子楽器の開発,"矢田 絵理奈(東京電機大学), 岩井 将行(東京電機大学)",,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-A02] ParaSights：両眼視野闘争によって2つの環境と並行してインタラクションできる空間提示手法,"山本 航世(明治大学), 渡邊 恵太(明治大学)",,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-A03] 近距離無線通信を用いた形状自在キーボードシステム,"山上 航輝(東京大学), 後藤 将人(東京大学), 門本 淳一郎(東京大学), 入江 英嗣(東京大学), 坂井 修一(東京大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-A03.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-A04] 物体のインタラクティブな引き抜きを可能とするための基礎検討,"柴田 海音(東京電機大学), 松浦 昭洋(東京電機大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-A04.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-A05] デジタル広告における広告疲労軽減のための可視化システム,"長谷川 聡美(お茶の水女子大学), 大矢 隼士(Septeni Japan株式会社), 伊藤 貴之(お茶の水女子大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-A05.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-A06] 多義図形の知覚特性を利用したビデオゲームシステムの提案,"城野 玲於奈(明治大学), 平野 怜旺(明治大学), 渡邊 恵太(明治大学), 橋本 直(明治大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-A06.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-A07] 歌詞に基づく歌声アノテーションのためのインタフェース構築,"中野 倫靖(産業技術総合研究所), 加藤 淳(産業技術総合研究所), 渡邉 研斗(産業技術総合研究所), 濱崎 雅弘(産業技術総合研究所), 後藤 真孝(産業技術総合研究所)",,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-A08] ShapeReading: 厚みを触覚提示することで進捗を提示するデバイスの提案,"山本 匠(慶應義塾大学), 雨坂 宇宙(慶應義塾大学), Tian Min(慶應義塾大学), 杉浦 裕太(慶應義塾大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-A08.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-A09] 風船3Dプリンタの実現に向けたパウチの熱融着パターンと変形角度の調査,"石黒 凜(慶應義塾大学), 鳴海 紘也(慶應義塾大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-A09.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-A10] HMKとアイポインティングを組み合わせたマルチモーダルな入力手法,"野原 僚人(芝浦工業大学), 石川 博規(NTTドコモ), 真鍋 宏幸(芝浦工業大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-A10.pdf,https://www.wiss.org/WISS2024Proceedings/data/demo//1-A10.mp4,,https://www.wiss.org/WISS2024Proceedings/,
,[1-A11] 銀ナノインク・導電転写箔の配線に対する強固なはんだ付け部品実装手法,"鈴木 智仁(芝浦工業大学), 真鍋 宏幸(芝浦工業大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-A11.pdf,https://www.wiss.org/WISS2024Proceedings/data/demo//1-A11.mp4,,https://www.wiss.org/WISS2024Proceedings/,
,[1-A14] 地域と連携したユーザテストを行うためのポータルサイト構築を目指したプロトタイプの実装,"須﨑 比奈子(お茶の水女子大学), 元村 愛美(お茶の水女子大学), 五十嵐 健夫(東京大学), 五十嵐 悠紀(お茶の水女子大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-A14.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-A15] バーチャルハンドのスケール変化を用いたハンドリダイレクション手法の提案,"森本 浩輔(明治大学), 渡邊 恵太(明治大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-A15.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-A16] LifeRhythmPlant：社会的インタラクションの促進に向けた生活リズムを反映する分身植物,"彭 涵睿(慶應義塾大学), 中尾 拓郎(慶應義塾大学), 中根 愛(日本電信電話株式会社), 志水 信哉(日本電信電話株式会社), 吉田 貴寿(慶應義塾大学), 南澤 孝太(慶應義塾大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-A16.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-A17] ASMR動画に合わせて撫でられる感覚を提示するシステムASSADSの実装,"清水 怜良(北海道情報大学), 湯村 翼(北海道情報大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-A17.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-A18] 緊張感緩和を目的とした自己鏡映像との対話システムTalk To MEの提案,"小野 秀悟(東京大学), 川越 至桜(東京大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-A18.pdf,https://www.wiss.org/WISS2024Proceedings/data/demo//1-A18.mp4,,https://www.wiss.org/WISS2024Proceedings/,
,[1-A19] PTTV：粉末混合式の味ディスプレイ,"千田 知佳(明治大学), 宮下 芳明(明治大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-A19.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-A20] Opticuisine: 光学レンズ食品のための画像印刷手法,"吉本 健義(明治大学), 宮下 芳明(明治大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-A20.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-A21] ESCAFE: スマートフォンのフラッシュを利用した表面油分の強調によるコーヒー豆の鮮度推定,"阿座上 知香(株式会社NTTドコモ), 山田 渉(株式会社NTTドコモ), 落合 桂一(株式会社NTTドコモ)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-A21.pdf,https://www.wiss.org/WISS2024Proceedings/data/demo//1-A21.mp4,,https://www.wiss.org/WISS2024Proceedings/,
,[1-A22] オノマトペを用いた脳波制御訓練手法による魔法ゲームシステム,"二瓶 朝渉(明治大学), 平野 怜旺(明治大学), 渡邊 恵太(明治大学)",,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-B03] Whisphone: ささやき声で入力できるイヤホン,福本 雅朗(Microsoft),,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-B04] SlimeMolder：粘菌を観察しながら育む粘菌ファブリケーションシステムの提案,"迫田 海斗(はこだて未来大学), 田井 普(慶應義塾大学), 塚田 浩二(はこだて未来大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-B04.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-B05] スマホ1台での撮影によるピアノのジェスチャー演奏,"三田 ちひろ(お茶の水女子大学), 伊藤 貴之(お茶の水女子大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-B05.pdf,https://www.wiss.org/WISS2024Proceedings/data/demo//1-B05.mp4,,https://www.wiss.org/WISS2024Proceedings/,
,[1-B06] 西洋絵画における作者の影響関係を可視化するユーザインタフェース,"小田 稜子(お茶の水女子大学), 中村 栄太(九州大学), 伊藤 貴之(お茶の水女子大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-B06.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-B07] JumpLab 3D: 3Dゲームを対象としたカメラビヘイビアについての学習教材の開発,"伊藤 正佳(明治大学), 福地 健太郎(明治大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-B07.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-B08] 視覚障害者の探索を支援する事前準備した地図を必要としない案内ロボット,"栗林 雅希(早稲田大学/日本科学未来館), 上原 康平(日本科学未来館), Allan Wang(日本科学未来館), 森島 繁生(早稲田大学), 浅川 智恵子(日本科学未来館)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-B08.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-B09] バレーボールのサーブ姿勢と精度の可視化による練習支援,"鳥井 菜央(お茶の水女子大学), 伊藤 貴之(お茶の水女子大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-B09.pdf,https://www.wiss.org/WISS2024Proceedings/data/demo//1-B09.mp4,,https://www.wiss.org/WISS2024Proceedings/,
,[1-B10] 弱学習器間の関係性に着目したアンサンブルモデルの可視化,"柏山 美結(お茶の水女子大学), 廣川 暢一(日本電気株式会社), 松野 竜太(日本電気株式会社), 佐久間 啓太(日本電気株式会社), 伊藤 貴之(お茶の水女子大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-B10.pdf,https://www.wiss.org/WISS2024Proceedings/data/demo//1-B10.mp4,,https://www.wiss.org/WISS2024Proceedings/,
,[1-B11] LensTouch+: スマートグラスのレンズ面を使った入力手法の拡張,"川崎 竜也(芝浦工業大学), 真鍋 宏幸(芝浦工業大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-B11.pdf,https://www.wiss.org/WISS2024Proceedings/data/demo//1-B11.mp4,,https://www.wiss.org/WISS2024Proceedings/,
,[1-B12] インソール型センサによる荷物負荷時の歩行姿勢フィードバックシステム,"伊藤 詩乃(東京科学大学), Yichen Peng(東京科学大学), Erwin Wu(東京科学大学), 小池 英樹(東京科学大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-B12.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-B13] ぼかしを用いた視線誘導による技能獲得支援の検討,"山口 駿斗(東京科学大学), 宮藤 詩緒(東京科学大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-B13.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-B14] SkiExARGame: 拡張現実を用いたアルペンスキーエクサゲーム,"田部井 勇輝(東京科学大学), 松本 高(東京科学大学), 小池 英樹(東京科学大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-B14.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-B15] 球面ディスプレイを用いたオンラインショッピングシステム,"竹内 大空(東京科学大学), 宮藤 詩緒(東京科学大学), Jana Hoffard(東京科学大学), 牧本 悠斗(東京科学大学), 小池 英樹(東京科学大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-B15.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-B16] 3Dプリンタ未経験者の理解と利用意欲を高めるためのLithophane造形システム,"臼井 義人(立命館大学), 高橋 治輝(立命館大学), 松村 耕平(立命館大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-B16.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-B17] MR流体を用いて形状と硬さを動的に提示する触覚デバイスの提案,"上村 宙(北海道情報大学), 湯村 翼(北海道情報大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-B17.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-B18] LaserBendにおける設計支援ソフトウェアの開発,"今野 陽斗(明治大学), 渡邊 恵太(明治大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-B18.pdf,https://www.wiss.org/WISS2024Proceedings/data/demo//1-B18.mp4,,https://www.wiss.org/WISS2024Proceedings/,
,[1-B19] ダミーターゲットの表示によるポインティングの所要時間の調整と百人一首かるたのスキル差の調整への応用,"丸山 礼華(津田塾大学), 栗原 一貴(津田塾大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-B19.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-B20] タイムラインの考え方を取り入れたサウンドインタラクションシステムの開発環境,"齋藤 龍宏(筑波大学), 田村 隼(筑波大学), 真鍋 匠(筑波大学), 高橋 伸(筑波大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-B20.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-B21] 壁面を移動可能な小型ロボットによる動的な光演出,"西村 拓己(東京工科大学), 加藤 邦拓(東京工科大学), 太田 高志(東京工科大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-B21.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[1-B22] 高速投影と PDLC を用いた選択的情報提示,"宮崎 竜輔(東京科学大学), 宮藤 詩緒(東京科学大学), 小池 英樹(東京科学大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-B22.pdf,https://www.wiss.org/WISS2024Proceedings/data/demo//1-B22.mp4,,https://www.wiss.org/WISS2024Proceedings/,
,[1-B23] 即興的な身体表現を引き出すインタラクティブなデジタル教科書,"時田 聡実(東京大学), 伊藤 勇太(東京大学), 茅野 政徳(山梨大学), 石黒 祥生(東京大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//1-B23.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[2-A01] ブレイキンDJ楽曲可視化システム,浜中 雅俊(理化学研究所),https://www.wiss.org/WISS2024Proceedings/data/demo//2-A01.pdf,https://www.wiss.org/WISS2024Proceedings/data/demo//2-A01.mp4,,https://www.wiss.org/WISS2024Proceedings/,
,[2-A02] 不可能立体を立体視環境で透視投影を用いて可視化するシステム,"横井 総太朗(東京大学), 松本 啓吾(東京大学), 鳴海 拓志(東京大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//2-A02.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[2-A03] 他人のペットにアクションしてくれるバーチャルペット,"前川 颯飛(明治大学), 三武 裕玄(明治大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//2-A03.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[2-A04] 眼鏡の鼻あてに搭載した圧力センサを用いた耳ぴく入力と身体活動検出手法,"大塚 晟(神戸市立工業高等専門学校), 高田 崚介(神戸市立工業高等専門学校)",,,,https://www.wiss.org/WISS2024Proceedings/,
,[2-A05] 残像効果を用いた高リフレッシュレートLCDによる視覚効果の検証,"奈良 雅大(東京科学大学), 宮藤 詩緒(東京科学大学), 小池 英樹(東京科学大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//2-A05.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[2-A06] ソーシャルVRにおけるモーションキャプチャとプロシージャル制御の融合による一対多身体インタラクション手法,"山岡 凌(明治大学), 三武 裕玄(明治大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//2-A06.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[2-A07] 装着者の声だけを騒音環境でも利用可能にするフレキシブルマイク,"平城 裕隆(東京大学/産業技術総合研究所), 金澤 周介(産業技術総合研究所), 三浦 貴大(産業技術総合研究所/東京大学), 吉田 学(産業技術総合研究所), 持丸 正明(産業技術総合研究所/東京大学), 暦本 純一(東京大学/Sony CSL)",https://www.wiss.org/WISS2024Proceedings/data/demo//2-A07.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[2-A08] PP-Checker: プログラミング教育における大規模言語モデルと協調した曖昧性のある自動採点システム,"関口 祐豊(明治大学), 中村 聡史(明治大学)",,,,https://www.wiss.org/WISS2024Proceedings/,
,[2-A09] 人流シミュレーションの3次元空間における時系列可視化,"大木 杏夏(お茶の水女子大学), 大西 正輝(産業技術総合研究所), 伊藤 貴之(お茶の水女子大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//2-A09.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[2-A10] RAGを活用した研究アイデア発想支援システム,"今村 翔太(東京大学), 暦本 純一(東京大学/SONY CSL)",https://www.wiss.org/WISS2024Proceedings/data/demo//2-A10.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[2-A11] 母音，子音の順に選択を行う間接タッチ用かな文字入力手法,"和田 優斗(筑波大学), 白根 薫(筑波大学), 崔 明根(日本学術振興会/筑波大学), 志築 文太郎(筑波大学)",,,,https://www.wiss.org/WISS2024Proceedings/,
,[2-A14] VRにおける立体図形問題用作図ツールの提案,"斎藤 瞬矢(明治大学), 三武 裕玄(明治大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//2-A14.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[2-A15] VR空間でのChatGPTを用いたリアルタイム話題要約システム,"遠藤 冴花(明治大学), 三武 祐玄(明治大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//2-A15.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[2-A16] ボタンひとつで3Dプリントが体験できるシステムの提案と運用,"高橋 治輝(立命館大学), 臼井 義人(立命館大学), 松村 耕平(立命館大学)",,,,https://www.wiss.org/WISS2024Proceedings/,
,[2-A17] 教育専門家による認可保育所の評判分析のための可視化,"樽見 理花(お茶の水女子大学), 伊藤 貴之(お茶の水女子大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//2-A17.pdf,https://www.wiss.org/WISS2024Proceedings/data/demo//2-A17.mp4,,https://www.wiss.org/WISS2024Proceedings/,
,[2-A18] オノマトペの内言における語形の違いがBCIパフォーマンスに与える影響,"関井 汐織(明治大学), 平野 怜旺(明治大学), 渡邊 恵太(明治大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//2-A18.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[2-A19] イヤホン型BCIにおけるオノマトペを用いた脳波制御訓練手法,"平野 怜旺(明治大学), 渡邊 恵太(明治大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//2-A19.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[2-A20] わたあめディスプレイの開発,"村上 カノ(桜美林大学), 萩 歩咲(京都産業大学), 藤江 宗馬(京都産業大学), 山崎 悠揮(京都産業大学), 瀬川 典久(京都産業大学)",https://www.wiss.org/WISS2024Proceedings/data/demo//2-A20.pdf,,,https://www.wiss.org/WISS2024Proceedings/,
,[2-A21] TTTV4：一口ごとに味を提示する味覚のパーソナルメディア,"笠原 暢仁(明治大学), 深池 美玖(明治大学), 宮下 芳明(明治大学)",,,,https://www.wiss.org/WISS2024Proceedings/,
