id,title,authors,pdf_url,mp4_url,comments_url,source_page,other_links
22,視覚・聴覚フィードバックによるフィールドホッケーのプッシュ練習支援システムの提案と実装,岩本 宗大，大西 鮎美，寺田 努，塚本 昌彦（神戸大）,https://www.wiss.org/WISS2020Proceedings/data/22.pdf,,https://www.wiss.org/WISS2020Proceedings/data/22.html,https://www.wiss.org/WISS2020Proceedings/,
23,SectionsNote: セクションを考慮してレイアウトおよび閲覧できるデジタルノート,越後 宏紀，五十嵐 悠紀（明治大）,https://www.wiss.org/WISS2020Proceedings/data/23.pdf,https://www.wiss.org/WISS2020Proceedings/data/23.mp4,https://www.wiss.org/WISS2020Proceedings/data/23.html,https://www.wiss.org/WISS2020Proceedings/,
,[N-01] 対戦型オンラインゲーム中のストレス検出,後藤 敏樹，渋谷 雄（京都工繊大）,https://www.wiss.org/WISS2020Proceedings/data/N-01.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-02] マーカー付きスケッチブックを利用したVR空間における触れる読書体験,成田 智史，井尻 敬（芝浦工大）,https://www.wiss.org/WISS2020Proceedings/data/N-02.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-03] （発表キャンセル）,,,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-04] MR技術を用いたオーディオゲームの試作,山田 千尋，伊藤 彰教（東京工科大）,https://www.wiss.org/WISS2020Proceedings/data/N-04.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-05] 顔の向きにより提示内容を変更する非接触型デジタルサイネージに対する ユーザ評価,黒野 遥，渋谷 雄（京都工繊大）,https://www.wiss.org/WISS2020Proceedings/data/N-05.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-06] 舞台設計および照明設計のための支援システムの提案,門脇 まどか，秋濱 茉唯，越後 宏紀，五十嵐 悠紀（明治大）,https://www.wiss.org/WISS2020Proceedings/data/N-06.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-07] 個別の位置指定を集約することで全体の意見分布を共有するシステム,門下 佳樹，内山 慎太郎，吉田 光男，梅村 恭司（豊橋技科大）,https://www.wiss.org/WISS2020Proceedings/data/N-07.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-08] 未就学児向け発音学習支援システム,池上 莉緒（明治大），石丸 築，掛 晃幸（ワコム），五十嵐 悠紀（明治大）,https://www.wiss.org/WISS2020Proceedings/data/N-08.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-09] 動物ぽんぽんの模様を作るアプリケーションの開発,武田 和樹（東京都立産業技術高専）,https://www.wiss.org/WISS2020Proceedings/data/N-09.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-10] 紙の吸水効果を利用した時間計測ディスプレイの提案,掛札 悠満，山岡 潤一（慶大）,https://www.wiss.org/WISS2020Proceedings/data/N-10.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-11] 粘土とモジュール式の芯材を用いたデジタル知育玩具の提案,椿 麻衣，山岡 潤一（慶大）,https://www.wiss.org/WISS2020Proceedings/data/N-11.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-12] ユーザの身体情報と一日の活動履歴に合わせた夕食の提案・探索システム,野秋 慎吾，五十嵐 悠紀（明治大）,https://www.wiss.org/WISS2020Proceedings/data/N-12.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-13] 色彩調和論による配色を考慮した動画キャプションデザイン支援システム,安達 悠斗，五十嵐 悠紀（明治大）,https://www.wiss.org/WISS2020Proceedings/data/N-13.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-14] 形状設計可能な紙バネ構造の簡易製造手法,工藤 大樹，山岡 潤一（慶大）,https://www.wiss.org/WISS2020Proceedings/data/N-14.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-15] SynCook:動画メタデータと加速度センサを用いたレシピ動画進行度自動同期システム,加藤 岳大，横窪 安奈，ロペズ ギヨーム（青山学院大）,https://www.wiss.org/WISS2020Proceedings/data/N-15.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-16] Alertable Surfaces: ウイルスの付着を警告可能な実環境,白井 良成，岸野 泰恵，柳沢 豊，尾原 和也，水谷 伸，須山 敬之（NTT）,https://www.wiss.org/WISS2020Proceedings/data/N-16.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-17] Dwell and Pursue: 注視すると移動するターゲットを視線で追従するポインティング手法,大塲 洋介，島田 雄輝，宮下 芳明（明治大）,https://www.wiss.org/WISS2020Proceedings/data/N-17.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-18] スリットインジェクションプリンティングを用いたフラワーゼリーの自動造形,宮武 茉子，鳴海 紘也，関谷 勇司，川原 圭博（東大）,https://www.wiss.org/WISS2020Proceedings/data/N-18.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-19] 直感的なサウンドデザインのための柔軟な音楽インタフェースの提案,梁 文碩，山岡 潤一（慶大）,https://www.wiss.org/WISS2020Proceedings/data/N-19.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-20] 太陽電池を底面に配置した電気味覚カップによるインタラクション,吉田 彩乃，宮下 芳明（明治大）,https://www.wiss.org/WISS2020Proceedings/data/N-20.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-21] 視線情報を用いたアウェアネスの提示による遠隔対話の生起支援,田之頭 吾音，川口 一画，志築 文太郎，高橋 伸（筑波大）,https://www.wiss.org/WISS2020Proceedings/data/N-21.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-22] ラップバトルのための意味類似性を考慮したライム検索システム,三林 亮太，山本 岳洋，大島 裕明（兵庫県立大）,,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-23] 立体万華鏡のためのデザイン支援システム,本間 梨々花，越後 宏紀，五十嵐 悠紀（明治大）,https://www.wiss.org/WISS2020Proceedings/data/N-23.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-24] 仮想現実を用いたオンラインプレゼンテーション支援システム,樺山 雄太，横窪 安奈，ロペズ ギヨーム（青山学院大）,https://www.wiss.org/WISS2020Proceedings/data/N-24.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-25] Instrumeteor : ギター演奏動画の制作支援システム,新 由衣（筑波大），加藤 淳，後藤 真孝（産総研）,https://www.wiss.org/WISS2020Proceedings/data/N-25.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-26] 糸状の内部支持構造を持つ高剛性インフレータブルの3Dプリント手法,韓 燦教，高橋 亮，矢作 優知，苗村 健（東大）,,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-27] バリアシミュレータのためのオーサリングツールの基礎検討,大河原 巧，本岡 宏將，大和 佑輝，奥川 和希，宮田 章裕（日大）,https://www.wiss.org/WISS2020Proceedings/data/N-27.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-28] Dustoon：複合現実を用いた掃除活性化システム,歸山 幸大，横窪 安奈，ロペズ ギヨーム（青山学院大）,https://www.wiss.org/WISS2020Proceedings/data/N-28.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
,[N-29] スマートフォン背面の人差し指を用いた片手操作向け入力拡張手法の検討,清 佑輔，舩越 南斗，志築 文太郎（筑波大）,https://www.wiss.org/WISS2020Proceedings/data/N-29.pdf,,,https://www.wiss.org/WISS2020Proceedings/,
