id,title,authors,pdf_url,mp4_url,review_url,source_page
,Music Scope Headphones: 音のみによる楽曲選択インタフェース,"浜中 雅俊, 李 昇姫",https://www.wiss.org/WISS2006Proceedings/papers-cready/Music_Scope_Headphones_Audio_Only.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,モバイルマジックハンド:2次元コードとオプティカルフローを用いたカメラベースのインタラクション,"吉田悠一, 宮奥健人, 佐藤隆",https://www.wiss.org/WISS2006Proceedings/papers-cready/Mobile_Magic_HandCamera_phone_based.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,UnitKeyboard: さまざまな演奏スタイルに適応可能な電子鍵盤楽器,"竹川 佳成, 寺田 努, 西尾 章治郎",https://www.wiss.org/WISS2006Proceedings/papers-cready/UnitKeyboard_a_Musical_Keyboard_for.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,EnhancedLazySusan: 回転テーブルを用いた情報共有システム,"梶原 慎太郎, 小池 英樹, 福地 健太郎, 佐藤 洋一",https://www.wiss.org/WISS2006Proceedings/papers-cready/EnhancedLazySusan_Information_Sharing.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,Fractal Codes: 自己相似的に配置される二次元コード,綾塚 祐二,https://www.wiss.org/WISS2006Proceedings/papers-cready/Fractal_Codes_a_Self-Similar_Layout.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,指を弾いて遊べる仮想おはじきゲームの実装と評価,"佐藤 俊樹, 福地 健太郎, 小池 英樹",https://www.wiss.org/WISS2006Proceedings/papers-cready/A_Tabletop_Virtual_Marble_Game_and.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,NagaraTV - 顔認識を用いた動画自動推薦システム,"早川真人, 福地健太郎, 小池英樹",https://www.wiss.org/WISS2006Proceedings/demos-cready/NagaraTV_-_On_demand_movie_watching.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,A Mobile Kanji Learning System for the Apple iPod Platform,"Norman Lin, 間瀬健二",https://www.wiss.org/WISS2006Proceedings/demos-cready/A_Mobile_Kanji_Learning_System_for.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,協同作業のための創造支援作図ツール,"中園長新, 三末和男, 田中二郎",https://www.wiss.org/WISS2006Proceedings/demos-cready/Drawing_Tool_for_Creative-Collaborative.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,複数カメラを用いた手書き文字認識システム,"保呂 毅, 稲葉 雅幸",https://www.wiss.org/WISS2006Proceedings/demos-cready/A_Handwriting_Recognition_System.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,きもちタグで繋がるソーシャルブックマーク: eCollages,"伊藤 冬子, 廣安 知之, 三木 光範",https://www.wiss.org/WISS2006Proceedings/demos-cready/Social_Bookmark_System_with_Feeling.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,PC上での活動履歴を活用するための3次元GUIによるタグ付けと閲覧手法,"近藤　秀樹, 小出　洋, 三宅　芳雄",https://www.wiss.org/WISS2006Proceedings/demos-cready/A_tagging_and_browsing_method_by.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,インタラクティブな動的グラフレイアウト手法を用いたウェブグラフ発展過程の可視化,豊田 正史,https://www.wiss.org/WISS2006Proceedings/demos-cready/An_Interactive_Dynamic_Graph_Layout.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,交通機関における新たな時間表示インタフェイスの試作,"福井進吾, 安村通晃",https://www.wiss.org/WISS2006Proceedings/demos-cready/Prototyping_of_new_time_display_interface.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,タグとファセットによるモバイル機器用手書きメモ管理システム,"生駒 浩隆, 五十嵐 健夫",https://www.wiss.org/WISS2006Proceedings/demos-cready/Managing_hand-written_micro_notes.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,I/O Plant:植物の性質を利用した入出力インタフェース設計支援ツール,"栗林 賢, 田中 浩也",https://www.wiss.org/WISS2006Proceedings/demos-cready/IO_Plant_Tool_for_Designing_an_IO.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,スライド間の相関情報を用いたとぎれのないプレゼンテーション,"竹村 伸太郎, 菅原 亘",https://www.wiss.org/WISS2006Proceedings/demos-cready/A_seamless_presentation_using_correlated.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,行動期間の抽出による体験獲得情報の想起支援システム,"森田 哲之, 日高 哲雄, 倉 恒子, 田中 明通, 加藤 泰久",https://www.wiss.org/WISS2006Proceedings/demos-cready/System_for_Reminding_Obtained_Information.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,LISPを用いたユビキタスプラットフォームの設計と実装,"藤田 直生, 塚本 昌彦",https://www.wiss.org/WISS2006Proceedings/demos-cready/Design_and_Implement_of_the_LISP.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,弱い紐帯に注目したコミュニケーションメディア「わくらわ」,赤塚大典,https://www.wiss.org/WISS2006Proceedings/demos-cready/Wakurawa_Communication_media_focused.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,ペンによる多様な振る舞いを利用したインタラクション手法,"鈴木 優, 三末 和男, 田中 二郎",https://www.wiss.org/WISS2006Proceedings/demos-cready/Interaction_Techniques_by_Using_Various.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,音高を特徴量としたJPOP楽曲における印象部分検出手法の提案,"山口　大志,  佐々木将章,  瀬川　典久 , 杉野　栄二,  澤本　潤",https://www.wiss.org/WISS2006Proceedings/demos-cready/The_proposal_of_the_impression_partial.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,RFIDとWeb2.0を用いた協調的ログ作成補助システム,"藤田祥, 落合秀也, 江崎浩",https://www.wiss.org/WISS2006Proceedings/demos-cready/Cooperative_Log-Taking_Support_System.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,色ヒストグラムによる物体認識と差分視差画像を用いたタッチ認識,"三井　宗, 本間　弘一, 小池　英樹",https://www.wiss.org/WISS2006Proceedings/demos-cready/Object_Recognition_with_Color_Histograms.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,sunamoji: 指先ジェスチャ入力を用いたインタフェースの提案と試作,"吉田 諒, 安村 通晃",https://www.wiss.org/WISS2006Proceedings/demos-cready/sunamoji_A_finger_gesture_interface.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,安心のための不快なインタフェースの提案,"村山 優子, 及川 ひとみ, 日景 奈津子",https://www.wiss.org/WISS2006Proceedings/demos-cready/A_need_for_an_interface_causing_discomfort.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,携帯電話を活用した個人認証方式の応用に関する検討,"田中 充, 勅使河原 可海",https://www.wiss.org/WISS2006Proceedings/demos-cready/Consideration_on_Applications_of.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,つりコン：電車空間におけるつり革型情報端末の提案と試作,"後藤孝行, 永田周一, 渡邊恵太, 安村通晃",https://www.wiss.org/WISS2006Proceedings/demos-cready/TuriCon_A_Strap_Style_Information.pdf,,,https://www.wiss.org/WISS2006Proceedings/
,Hands-Popie:両手の動きを利用した日本語入力手法,"中村 卓, 高橋 伸, 田中 二郎",https://www.wiss.org/WISS2006Proceedings/demos-cready/Hands-PopieA_Japanese_input_System.pdf,,,https://www.wiss.org/WISS2006Proceedings/
